time,open,high,low,close,vwap,volume,count
2026-08-03 03:00:00,63063.7,63083.5,62719.9,62793.4,62890.1,30.46676947,1498
2026-08-03 04:00:00,62793.4,62916.2,62719.9,62720.0,62769.4,26.48793368,1426
2026-08-03 05:00:00,62720.0,62794.8,62695.8,62743.3,62735.8,48.53677594,1149
2026-08-03 06:00:00,62743.4,62782.6,62558.6,62558.6,62626.9,42.77352262,1250
2026-08-03 07:00:00,62558.7,62618.0,62480.0,62531.0,62539.4,28.11578139,1364
2026-08-03 08:00:00,62531.2,62568.1,62218.4,62451.6,62358.6,58.90524518,2158
2026-08-03 09:00:00,62451.6,62771.1,62444.6,62755.1,62601.6,22.726533,1315
2026-08-03 10:00:00,62754.0,62771.1,62542.2,62662.2,62673.2,25.2488254,1204
2026-08-03 11:00:00,62662.2,62690.1,62468.4,62469.0,62612.2,14.8409351,1480
2026-08-03 12:00:00,62480.4,62707.6,62363.8,62626.5,62497.2,86.68165521,1987
2026-08-03 13:00:00,62626.5,63300.0,62500.1,63258.8,62937.8,148.85292529,4089
2026-08-03 14:00:00,63258.8,63904.1,63061.5,63887.4,63599.7,170.96748937,6207
2026-08-03 15:00:00,63887.4,63904.1,63571.2,63603.3,63727.3,183.43915145,4224
2026-08-03 16:00:00,63619.5,63877.5,63598.0,63704.0,63742.8,95.280444,3607
2026-08-03 17:00:00,63705.1,63980.1,63653.2,63848.4,63807.6,95.43197407,3190
2026-08-03 18:00:00,63848.4,63927.9,63704.1,63807.2,63816.4,53.86258445,2433
2026-08-03 19:00:00,63807.2,64008.2,63784.8,63813.4,63901.6,106.80970701,2594
